 Grade, Strand,Standard #,Synonym,Standard
6,SL,1.d,,CC.6.SL.1.d Comprehension and Collaboration: Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.
6,SL,2,,"CC.6.SL.2 Comprehension and Collaboration: Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study."
6,SL,3,,"CC.6.SL.3 Comprehension and Collaboration: Delineate a speaker’s argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not."
6,SL,4,,"CC.6.SL.4 Presentation of Knowledge and Ideas: Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation."
6,SL,5,,"CC.6.SL.5 Presentation of Knowledge and Ideas: Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information."
6,SL,6,,"CC.6.SL.6 Presentation of Knowledge and Ideas: Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 on page 53 for specific expectations.)"
7,SL,1,,"CC.7.SL.1 Comprehension and Collaboration: Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
7,SL,1.a,,"CC.7.SL.1.a Comprehension and Collaboration: Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
7,SL,1.b,,"CC.7.SL.1.b Comprehension and Collaboration: Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
7,SL,1.c,,CC.7.SL.1.c Comprehension and Collaboration: Pose questions that elicit elaboration and respond to others’ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
7,SL,1.d,,"CC.7.SL.1.d Comprehension and Collaboration: Acknowledge new information expressed by others and, when warranted, modify their own views."
7,SL,2,,"CC.7.SL.2 Comprehension and Collaboration: Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
7,SL,3,,"CC.7.SL.3 Comprehension and Collaboration: Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
7,SL,4,,"CC.7.SL.4 Presentation of Knowledge and Ideas: Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."
7,SL,5,,CC.7.SL.6 Presentation of Knowledge and Ideas: Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
7,SL,6,,"CC.7.SL.6 Presentation of Knowledge and Ideas: Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 on page 53 for specific expectations.)"
8,SL,1,,"CC.8.SL.1 Comprehension and Collaboration: Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others’ ideas and expressing their own clearly."
8,SL,1.a,,"CC.8.SL.1.a Comprehension and Collaboration: Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
8,SL,1.b,,"CC.8.SL.1.b Comprehension and Collaboration: Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed."
8,SL,1.c,,"CC.8.SL.1.c Comprehension and Collaboration: Pose questions that connect the ideas of several speakers and respond to others’ questions and comments with relevant evidence, observations, and ideas."
8,SL,1.d,,"CC.8.SL.1.d Comprehension and Collaboration: Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented."
8,SL,2,,"CC.8.SL.2 Comprehension and Collaboration: Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation."
8,SL,3,,"CC.8.SL.3 Comprehension and Collaboration: Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced. "
8,SL,4,,"CC.8.SL.4 Presentation of Knowledge and Ideas: Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation."
8,SL,5,,"CC.8.SL.5 Presentation of Knowledge and Ideas: Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest."
8,SL,6,,"CC.8.SL.6 Presentation of Knowledge and Ideas: Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 8 Language standards 1 and 3 on page 53 for specific expectations.)"
9-10,SL,1,,"CC.9-10.SL.1 Comprehension and Collaboration: Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9–10 topics, texts, and issues, building on others’ ideas and expressing their own clearly and persuasively."
9-10,SL,1.a,,"CC.9-10.SL.1.a Comprehension and Collaboration: Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas."
9-10,SL,1.b,,"CC.9-10.SL.1.b Comprehension and Collaboration: Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed."
9-10,SL,1.c,,"CC.9-10.SL.1.c Comprehension and Collaboration: Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions."
9-10,SL,1.d,,"CC.9-10.SL.1.d Comprehension and Collaboration: Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented."
9-10,SL,2,,"CC.9-10.SL.2 Comprehension and Collaboration: Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source. "
9-10,SL,3,,"CC.9-10.SL.3 Comprehension and Collaboration: Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence."
9-10,SL,4,,"CC.9-10.SL.4 Presentation of Knowledge and Ideas: Present information, findings, and supporting evidence clearly, concisely, and logically such that listeners can follow the line of reasoning and the organization, development, substance, and style are appropriate to purpose, audience, and task."
9-10,SL,5,,"CC.9-10.SL.5 Presentation of Knowledge and Ideas: Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
9-10,SL,6,,"CC.9-10.SL.6 Presentation of Knowledge and Ideas: Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grades 9-10 Language standards 1 and 3 on pages 54 for specific expectations.)"
11-12,SL,1,,"CC.11-12.SL.1 Comprehension and Collaboration: Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11–12 topics, texts, and issues, building on others’ ideas and expressing their own clearly and persuasively."
11-12,SL,1.a,,"CC.11-12.SL.1.a Comprehension and Collaboration: Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas."
11-12,SL,1.b,,"CC.11-12.SL.1.b Comprehension and Collaboration: Work with peers to promote civil, democratic discussions and decision-making, set clear goals and deadlines, and establish individual roles as needed."
11-12,SL,1.c,,"CC.11-12.SL.1.c Comprehension and Collaboration: Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives."
11-12,SL,1.d,,"CC.11-12.SL.1.d Comprehension and Collaboration: Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task."
11-12,SL,2,,"CC.11-12.SL.2 Comprehension and Collaboration: Integrate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data."
11-12,SL,3,,"CC.11-12.SL.3 Comprehension and Collaboration: Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used."
11-12,SL,4,,"CC.11-12.SL.4 Presentation of Knowledge and Ideas: Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range or formal and informal tasks."
11-12,SL,5,,"CC.11-12.SL.5 Presentation of Knowledge and Ideas: Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
11-12,SL,6,,"CC.11-12.SL.6 Presentation of Knowledge and Ideas: Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate. (See grades 11-12 Language standards 1 and 3 on page 54 for specific expectations.)"
K-12,SL,R.1,K-12.CCRA.SL.1,"CC.K-12.SL.1 Comprehension and Collaboration: Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others’ ideas and expressing their own clearly and persuasively."
K-12,SL,R.2,K-12.CCRA.SL.2,"CC.K-12.SL.2 Comprehension and Collaboration: Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally. "
K-12,SL,R.3,K-12.CCRA.SL.3,"CC.K-12.SL.3 Comprehension and Collaboration: Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric."
K-12,SL,R.4,K-12.CCRA.SL.4,"CC.K-12.SL.4 Presentation of Knowledge and Ideas: Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
K-12,SL,R.5,K-12.CCRA.SL.5,CC.K-12.SL.5 Presentation of Knowledge and Ideas: Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
K-12,SL,R.6,K-12.CCRA.SL.6,"CC.K-12.SL.6 Presentation of Knowledge and Ideas: Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
6,L,1,,CC.6.L.1 Conventions of Standard English: Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
6,L,1.a,,"CC.6.L.1.a Conventions of Standard English: Ensure that pronouns are in the proper case (subjective, objective, possessive)."
6,L,1.b,,"CC.6.L.1.b Conventions of Standard English: Use intensive pronouns (e.g., myself, ourselves)."
6,L,1.c,,CC.6.L.1.c Conventions of Standard English: Recognize and correct inappropriate shifts in pronoun number and person.*
6,L,1.d,,"CC.6.L.1.d Conventions of Standard English: Recognize and correct vague pronouns (i.e., ones with unclear or ambiguous antecedents).*"
6,L,1.e,,"CC.6.L.1.e Conventions of Standard English: Recognize variations from standard English in their own and others' writing and speaking, and identify and use strategies to improve expression in conventional language.*"
6,L,2,,"CC.6.L.2 Conventions of Standard English: Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
6,L,2.a,,"CC.6.L.2.a Conventions of Standard English: Use punctuation (commas, parentheses, dashes) to set off nonrestrictive/parenthetical elements.*"
6,L,2.b,,CC.6.L.2.b Conventions of Standard English: Spell correctly.
6,L,3,,"CC.6.L.3 Knowledge of Language: Use knowledge of language and its conventions when writing, speaking, reading, or listening."
6,L,3.a,,"CC.6.L.3.a Knowledge of Language: Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*"
6,L,3.b,,CC.6.L.3.b Knowledge of Language: Maintain consistency in style and tone.*
6,L,4,,"CC.6.L.4 Vocabulary Acquisition and Use: Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies."
6,L,4.a,,"CC.6.L.4.a Vocabulary Acquisition and Use: Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
6,L,4.b,,"CC.6.L.4.b Vocabulary Acquisition and Use: Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., audience, auditory, audible)."
6,L,4.c,,"CC.6.L.4.c Vocabulary Acquisition and Use: Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
6,L,4.d,,"CC.6.L.4.d Vocabulary Acquisition and Use: Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
6,L,5,,"CC.6.L.5 Vocabulary Acquisition and Use: Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
6,L,5.a,,"CC.6.L.5.a Vocabulary Acquisition and Use: Interpret figures of speech (e.g., personification) in context."
6,L,5.b,,"CC.6.L.5.b Vocabulary Acquisition and Use: Use the relationship between particular words (e.g., cause/effect, part/whole, item/category) to better understand each of the words."
6,L,5.c,,"CC.6.L.5.c Vocabulary Acquisition and Use: Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., stingy, scrimping, economical, unwasteful, thrifty)."
6,L,6,,CC.6.L.6 Vocabulary Acquisition and Use: Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
7,L,1,,CC.7.L.1 Conventions of Standard English: Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
7,L,1.a,,CC.7.L.1.a Conventions of Standard English: Explain the function of phrases and clauses in general and their function in specific sentences.
7,L,1.b,,"CC.7.L.1.b Conventions of Standard English: Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas."
7,L,1.c,,"CC.7.L.1.c Conventions of Standard English: Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*"
7,L,2,,"CC.7.L.2 Conventions of Standard English: Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
7,L,2.a,,"CC.7.L.2.a Conventions of Standard English: Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt)."
7,L,2.b,,CC.7.L.2.b Conventions of Standard English: Spell correctly.
7,L,3,,"CC.7.L.3 Knowledge of Language: Use knowledge of language and its conventions when writing, speaking, reading, or listening."
7,L,3.a,,"CC.7.L.3.a Knowledge of Language: Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*"
7,L,4,,"CC.7.L.4 Vocabulary Acquisition and Use: Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies."
7,L,4.a,,"CC.7.L.4.a Vocabulary Acquisition and Use: Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
7,L,4.b,,"CC.7.L.4.b Vocabulary Acquisition and Use: Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."
7,L,4.c,,"CC.7.L.4.c Vocabulary Acquisition and Use: Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
7,L,4.d,,"CC.7.L.4.d Vocabulary Acquisition and Use: Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
7,L,5,,"CC.7.L.5 Vocabulary Acquisition and Use: Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
7,L,5.a,,"CC.7.L.5.a Vocabulary Acquisition and Use: Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
7,L,5.b,,"CC.7.L.5.b Vocabulary Acquisition and Use: Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
7,L,5.c,,"CC.7.L.5.c Vocabulary Acquisition and Use: Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
7,L,6,,CC.7.L.6 Vocabulary Acquisition and Use: Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
8,L,1,,CC.8.L.1 Conventions of Standard English: Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
8,L,1.a,,"CC.8.L.1.a Conventions of Standard English: Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."
8,L,1.b,,CC.8.L.1.b Conventions of Standard English: Form and use verbs in the active and passive voice.
8,L,1.c,,"CC.8.L.1.c Conventions of Standard English: Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood. "
8,L,1.d,,CC.8.L.1.d Conventions of Standard English: Recognize and correct inappropriate shifts in verb voice and mood.*
8,L,2,,"CC.8.L.2 Conventions of Standard English: Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
8,L,2.a,,"CC.8.L.2.a Conventions of Standard English: Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
8,L,2.b,,CC.8.L.2.b Conventions of Standard English: Use an ellipsis to indicate an omission.
8,L,2.c,,CC.8.L.2.c Conventions of Standard English: Spell correctly.
8,L,3,,"CC.8.L.3 Knowledge of Language: Use knowledge of language and its conventions when writing, speaking, reading, or listening."
8,L,3.a,,"CC.8.L.3.a Knowledge of Language: Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
8,L,4,,"CC.8.L.4 Vocabulary Acquisition and Use: Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."
8,L,4.a,,"CC.8.L.4.a Vocabulary Acquisition and Use: Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
8,L,4.b,,"CC.8.L.4.b Vocabulary Acquisition and Use: Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."
8,L,4.c,,"CC.8.L.4.c Vocabulary Acquisition and Use: Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
8,L,4.d,,"CC.8.L.4.d Vocabulary Acquisition and Use: Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
8,L,5,,"CC.8.L.5 Vocabulary Acquisition and Use: Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
8,L,5.a,,"CC.8.L.5.a Vocabulary Acquisition and Use: Interpret figures of speech (e.g. verbal irony, puns) in context."
8,L,5.b,,CC.8.L.5.b Vocabulary Acquisition and Use: Use the relationship between particular words to better understand each of the words.
8,L,5.c,,"CC.8.L.5.c Vocabulary Acquisition and Use: Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
8,L,6,,CC.8.L.6 Vocabulary Acquisition and Use: Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
9-10,L,1,,CC.9-10.L.1 Conventions of Standard English: Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
9-10,L,1.a,,CC.9-10.L.1.a Conventions of Standard English: Use parallel structure.*
9-10,L,1.b,,"CC.9-10.L.1.b Conventions of Standard English: Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations."
9-10,L,2,,"CC.9-10.L.2 Conventions of Standard English: Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
9-10,L,2.a,,CC.9-10.L.2.a Conventions of Standard English: Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
9-10,L,2.b,,CC.9-10.L.2.b Conventions of Standard English: Use a colon to introduce a list or quotation.
9-10,L,2.c,,CC.9-10.L.2.c Conventions of Standard English: Spell correctly.
9-10,L,3,,"CC.9-10.L.3 Knowledge of Language: Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
9-10,L,3.a,,"CC.9-10.L.3.a Knowledge of Language: Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian’s Manual for Writers) appropriate for the discipline and writing type."
9-10,L,4,,"CC.9-10.L.4 Vocabulary Acquisition and Use: Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9–10 reading and content, choosing flexibly from a range of strategies."
9-10,L,4.a,,"CC.9-10.L.4.a Vocabulary Acquisition and Use: Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
9-10,L,4.b,,"CC.9-10.L.4.b Vocabulary Acquisition and Use: Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."
9-10,L,4.c,,"CC.9-10.L.4.c Vocabulary Acquisition and Use: Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."
9-10,L,4.d,,"CC.9-10.L.4.d Vocabulary Acquisition and Use: Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
9-10,L,5,,"CC.9-10.L.5 Vocabulary Acquisition and Use: Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
9-10,L,5.a,,"CC.9-10.L.5.a Vocabulary Acquisition and Use: Interpret figures of speech (e.g., satire, sarcasm) in context and analyze their role in the text."
9-10,L,5.b,,CC.9-10.L.5.b Vocabulary Acquisition and Use: Analyze nuances in the meaning of words with similar denotations.
9-10,L,6,,"CC.9-10.L.6 Vocabulary Acquisition and Use: Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression"
11-12,L,1,,CC.11-12.L.1 Conventions of Standard English: Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
11-12,L,1.a,,"CC.11-12.L.1.a Conventions of Standard English: Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested."
11-12,L,1.b,,"CC.11-12.L.1.b Conventions of Standard English: Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Webster’s Dictionary of English Usage, Garner’s Modern American English) as needed."
11-12,L,2,,"CC.11-12.L.2 Conventions of Standard English: Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
11-12,L,2.a,,CC.11-12.L.2.a Conventions of Standard English: Observe hyphenation conventions.
11-12,L,2.b,,CC.11-12.L.2.b Conventions of Standard English: Spell correctly.
11-12,L,3,,"CC.11-12.L.3 Knowledge of Language: Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
11-12,L,3.a,,"CC.11-12.L.3.a Knowledge of Language: Vary syntax for effect, consulting references (e.g., Tufte’s Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading."
11-12,L,4,,"CC.11-12.L.4 Vocabulary Acquisition and Use: Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11–12 reading and content, choosing flexibly from a range of strategies."
11-12,L,4.a,,"CC.11-12.L.4.a Vocabulary Acquisition and Use: Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
11-12,L,4.b,,"CC.11-12.L.4.b Vocabulary Acquisition and Use: Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable)."
11-12,L,4.c,,"CC.11-12.L.4.c Vocabulary Acquisition and Use: Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage."
11-12,L,4.d,,"CC.11-12.L.4.d Vocabulary Acquisition and Use: Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
11-12,L,5,,"CC.11-12.L.5 Vocabulary Acquisition and Use: Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
11-12,L,5.a,,"CC.11-12.L.5.a Vocabulary Acquisition and Use: Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text."
11-12,L,5.b,,CC.11-12.L.5.b Vocabulary Acquisition and Use: Analyze nuances in the meaning of words with similar denotations.
11-12,L,6,,"CC.11-12.L.6 Vocabulary Acquisition and Use: Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
K-12,L,R.1,K-12.CCRA.L.1,CC.K-12.L.R.1 Conventions of Standard English: Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
K-12,L,R.2,K-12.CCRA.L.2,"CC.K-12.L.R.2 Conventions of Standard English: Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
K-12,L,R.3,K-12.CCRA.L.3,"CC.K-12.L.R.3 Knowledge of Language: Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
K-12,L,R.4,K-12.CCRA.L.4,"CC.K-12.L.R.4 Vocabulary Acquisition and Use: Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
K-12,L,R.5,K-12.CCRA.L.5,CC.K-12.L.R.5 Vocabulary Acquisition and Use: Demonstrate understanding of word relationships and nuances in word meanings.
K-12,L,R.6,K-12.CCRA.L.6,"CC.K-12.L.R.6 Vocabulary Acquisition and Use: Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
